type,href,name,last_name,number,date_of_birth,place_of_birth/country,place_of_birth/city,age,height,citizenship,position,image_url,current_club/href,national_team,foot,current_market_value_start,current_market_value_end,code
player,/yoann-touzghar/profil/spieler/68718,Yoann,Touzghar,#9,"Nov 28, 1986",France,Avignon  ,36,"1,80 m",Tunisia,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/68718-1523617167.jpg?lm=1,/ac-ajaccio/startseite/verein/,,right,300,k,yoann-touzghar
player,/jean-botue/profil/spieler/649457,Jean,Botué,,"Aug 7, 2002",Cote d'Ivoire,Marcory  ,21,"1,76 m",Burkina Faso,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/649457-1629979075.jpg?lm=1,/without-club/startseite/verein/,Burkina U20,left,350,k,jean-botue
player,/romain-hamouma/profil/spieler/98349,Romain,Hamouma,,"Mar 29, 1987",France,Montbéliard  ,36,"1,79 m",France,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/98349-1676905413.jpg?lm=1,/retired/startseite/verein/,,right,,,romain-hamouma
player,/gaetan-courtet/profil/spieler/171408,Gaëtan,Courtet,#18,"Feb 22, 1989",France,Lorient  ,34,"1,80 m",France,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/171408-1595881274.jpg?lm=1,/ea-guingamp/startseite/verein/,,both,400,k,gaetan-courtet
player,/bevic-moussiti-oko/profil/spieler/364525,Bevic,Moussiti-Oko,#26,"Jan 28, 1995",Congo,Brazzaville  ,28,"1,84 m",Congo,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/364525-1599225139.jpg?lm=1,/boluspor/startseite/verein/,,right,300,k,bevic-moussiti-oko
player,/moussa-soumano/profil/spieler/1053240,Moussa,Soumano,#18,"Jul 9, 2005",France,Saint-Denis  ,18,,France,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/1053240-1676043484.jpg?lm=1,/ac-ajaccio/startseite/verein/,,,900,k,moussa-soumano
player,/moussa-djitte/profil/spieler/591796,Moussa,Djitté,#2,"Oct 4, 1999",Senegal,Diattouma  ,24,"1,80 m",Senegal,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/591796-1647190683.png?lm=1,/bandirmaspor/startseite/verein/,,right,1.40,m,moussa-djitte
player,/mounaim-el-idrissy/profil/spieler/627163,Mounaïm,El Idrissy,#99,"Feb 10, 1999",France,Martigues  ,24,"1,81 m",France,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/627163-1583142652.jpg?lm=1,/kv-kortrijk/startseite/verein/,,right,1.50,m,mounaim-el-idrissy
player,/ruan-levine/profil/spieler/645601,,Ruan Levine,,"Jan 19, 1999",,,24,"1,77 m",Brazil,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/tombense-futebol-clube-mg-/startseite/verein/,,right,100,k,ruan-levine
player,/ivane-chegra/profil/spieler/989819,Ivane,Chegra,#38,"Mar 3, 2004",France,Montreuil  ,19,"1,80 m",Algeria,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/ac-ajaccio/startseite/verein/,Algeria U18,right,150,k,ivane-chegra
player,/riad-nouri/profil/spieler/119104,Riad,Nouri,#7,"Jun 7, 1985",France,Marseille  ,38,"1,78 m",France,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/119104-1588246332.JPG?lm=1,/ac-ajaccio/startseite/verein/,,right,200,k,riad-nouri
player,/cyrille-bayala/profil/spieler/267147,Cyrille,Bayala,#14,"May 24, 1996",Burkina Faso,Ouagadougou  ,27,"1,81 m",Burkina Faso,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/267147-1574075547.jpg?lm=1,/ac-ajaccio/startseite/verein/,,right,900,k,cyrille-bayala
player,/kevin-spadanuda/profil/spieler/371554,Kevin,Spadanuda,#10,"Jan 16, 1997",Switzerland,Bülach  ,26,"1,77 m",Switzerland,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/371554-1629125134.jpg?lm=1,/fc-luzern/startseite/verein/,,right,600,k,kevin-spadanuda
player,/youcef-belaili/profil/spieler/175014,Youcef,Belaïli,#10,"Mar 14, 1992",Algeria,Oran  ,31,"1,82 m",Algeria,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/175014-1562252469.png?lm=1,/mc-algiers/startseite/verein/,,right,1.50,m,youcef-belaili
player,/florian-chabrolle/profil/spieler/418662,Florian,Chabrolle,,"Apr 7, 1998",France,Montmorency  ,25,"1,71 m",France,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/418662-1543940321.jpg?lm=1,/without-club/startseite/verein/,,right,200,k,florian-chabrolle
player,/michael-barreto/profil/spieler/149518,Michaël,Barreto,#4,"Jan 18, 1991",France,Paris  ,32,"1,75 m",France,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/149518-1599221848.jpg?lm=1,/ac-ajaccio/startseite/verein/,,right,400,k,michael-barreto
player,/yanis-cimignani/profil/spieler/801754,Yanis,Cimignani,#21,"Jan 22, 2002",France,Lyon  ,21,"1,76 m",France,midfield - Left Midfield,https://img.a.transfermarkt.technology/portrait/header/801754-1599222260.jpg?lm=1,/fc-lugano/startseite/verein/,,right,1.70,m,yanis-cimignani
player,/alassane-ndiaye/profil/spieler/281704,Alassane,N'Diaye,,"Jun 14, 1991",France,Limoges  ,32,"1,80 m",France,midfield - Right Midfield,https://img.a.transfermarkt.technology/portrait/header/281704-1599225293.jpg?lm=1,/without-club/startseite/verein/,,right,150,k,alassane-ndiaye
player,/paolo-lebas/profil/spieler/657919,Paolo,Lebas,,"Apr 20, 2003",France,Tourcoing  ,20,"1,83 m",Portugal,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/sc-bastia-b/startseite/verein/,,right,100,k,paolo-lebas
player,/mathieu-coutadeur/profil/spieler/39914,Mathieu,Coutadeur,#6,"Mar 20, 1986",France,Le Mans  ,37,"1,69 m",France,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/39914-1594301924.jpg?lm=1,/le-mans-fc/startseite/verein/,,right,200,k,mathieu-coutadeur
player,/thomas-mangani/profil/spieler/18934,Thomas,Mangani,#6,"Apr 29, 1987",France,Carpentras  ,36,"1,83 m",France,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/18934-1595882993.jpg?lm=1,/ac-ajaccio/startseite/verein/,,left,300,k,thomas-mangani
player,/qazim-laci/profil/spieler/290552,Qazim,Laçi,#20,"Jan 19, 1996",Albania,Peshkopi  ,27,"1,73 m",Albania,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/290552-1583422443.jpg?lm=1,/ac-sparta-prague/startseite/verein/,Albania,right,2.00,m,qazim-laci
player,/vincent-marchetti/profil/spieler/374040,Vincent,Marchetti,#8,"Jul 4, 1997",France,Ajaccio  ,26,"1,81 m",France,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/374040-1629979268.jpg?lm=1,/ac-ajaccio/startseite/verein/,,left,2.00,m,vincent-marchetti
player,/mehdi-puch-herrantz/profil/spieler/989826,Mehdi,Puch-Herrantz,#37,"Jan 20, 2004",France,Paris  ,19,"1,75 m",Algeria,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/ac-ajaccio/startseite/verein/,Algeria U18,,200,k,mehdi-puch-herrantz
player,/tony-strata/profil/spieler/1004681,Tony,Strata,#31,"Sep 7, 2004",France,Marseille  ,19,"1,77 m",Romania,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/1004681-1697095490.jpg?lm=1,/ac-ajaccio/startseite/verein/,Romania U20,right,50,k,tony-strata
player,/mohamed-youssouf/profil/spieler/57482,Mohamed,Youssouf,#20,"Mar 26, 1988",France,Paris  ,35,"1,69 m",Comoros,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/57482-1583140245.jpg?lm=1,/ac-ajaccio/startseite/verein/,,right,200,k,mohamed-youssouf
player,/mickael-alphonse/profil/spieler/172153,Mickaël,Alphonse,,"Jul 12, 1989",France,Champigny-sur-Marne  ,34,"1,82 m",Guadeloupe,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/172153-1543332329.jpg?lm=1,/without-club/startseite/verein/,Guadeloupe,right,250,k,mickael-alphonse
player,/victor-lebas/profil/spieler/726698,Victor,Lebas,,"Sep 14, 2004",France,Tourcoing  ,19,,Portugal,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/without-club/startseite/verein/,,,50,k,victor-lebas
player,/chaker-alhadhur/profil/spieler/178540,Chaker,Alhadhur,,"Dec 4, 1991",France,Nantes  ,31,"1,72 m",Comoros,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/178540-1620900992.jpg?lm=1,/without-club/startseite/verein/,,right,150,k,chaker-alhadhur
player,/youssouf-kone/profil/spieler/274484,Youssouf,Koné,#99,"Jul 5, 1995",Mali,Bamako  ,28,"1,74 m",Mali,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/274484-1613909256.jpeg?lm=1,/rwd-molenbeek/startseite/verein/,,left,1.50,m,youssouf-kone
player,/ismael-diallo/profil/spieler/375881,Ismaël,Diallo,#5,"Jan 29, 1997",Cote d'Ivoire,Séguéla  ,26,"1,78 m",Cote d'Ivoire,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/375881-1694539308.jpg?lm=1,/hnk-hajduk-split/startseite/verein/,,left,1.50,m,ismael-diallo
player,/anthony-khelifa/profil/spieler/989817,Anthony,Khelifa,,"Sep 20, 2005",France,Marseille  ,18,,Algeria,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/ac-ajaccio-b/startseite/verein/,Algeria U20,,150,k,anthony-khelifa
player,/cedric-avinel/profil/spieler/44421,Cédric,Avinel,#21,"Sep 11, 1986",France,Paris  ,37,"1,87 m",Guadeloupe,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/44421-1595879816.jpg?lm=1,/ac-ajaccio/startseite/verein/,Guadeloupe,right,250,k,cedric-avinel
player,/fernand-mayembo/profil/spieler/413245,Fernand,Mayembo,#5,"Jan 9, 1996",Congo,Brazzaville  ,27,"1,84 m",Congo,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/413245-1658844240.png?lm=1,/hapoel-haifa/startseite/verein/,,right,600,k,fernand-mayembo
player,/clement-vidal/profil/spieler/569388,Clément,Vidal,#5,"Jun 18, 2000",France,Montpellier  ,23,"1,81 m",France,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/569388-1604256779.jpg?lm=1,/ac-ajaccio/startseite/verein/,,right,1.50,m,clement-vidal
player,/oumar-gonzalez/profil/spieler/388795,Oumar,Gonzalez,#21,"Feb 25, 1998",Cameroon,Douala  ,25,"1,86 m",Cameroon,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/388795-1601746221.jpg?lm=1,/al-raed-sfc/startseite/verein/,Cameroon,right,2.50,m,oumar-gonzalez
player,/ghjuvanni-quilichini/profil/spieler/855050,Ghjuvanni,Quilichini,#30,"Sep 1, 2002",France,Ajaccio  ,21,"1,82 m",France,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/855050-1629978555.jpg?lm=1,/ac-ajaccio/startseite/verein/,,,150,k,ghjuvanni-quilichini
player,/francois-joseph-sollacaro/profil/spieler/331977,François-Joseph,Sollacaro,#16,"Mar 21, 1994",France,Ajaccio  ,29,"1,82 m",France,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/331977-1595879633.jpg?lm=1,/ac-ajaccio/startseite/verein/,,right,300,k,francois-joseph-sollacaro
player,/eric-maxim-choupo-moting/profil/spieler/45660,Eric Maxim,Choupo-Moting,#13,"Mar 23, 1989",Germany,Hamburg  ,34,"1,91 m",Cameroon,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/45660-1667830186.jpg?lm=1,/bayern-munich/startseite/verein/,,right,5.00,m,eric-maxim-choupo-moting
player,/joshua-zirkzee/profil/spieler/435648,Joshua,Zirkzee,#9,"May 22, 2001",Netherlands,Schiedam  ,22,"1,93 m",Netherlands,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/435648-1651087961.jpg?lm=1,/bologna-fc-1909/startseite/verein/,,right,13.00,m,joshua-zirkzee
player,/mathys-tel/profil/spieler/801734,Mathys,Tel,#39,"Apr 27, 2005",France,Sarcelles  ,18,"1,83 m",France,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/801734-1667830710.jpg?lm=1,/bayern-munich/startseite/verein/,France U21,right,50.00,m,mathys-tel
player,/thomas-muller/profil/spieler/58358,Thomas,Müller,#25,"Sep 13, 1989",Germany,Weilheim in Oberbayern  ,34,"1,85 m",Germany,Attack - Second Striker,https://img.a.transfermarkt.technology/portrait/header/58358-1683890647.jpg?lm=1,/bayern-munich/startseite/verein/,Germany,right,12.00,m,thomas-muller
player,/paul-wanner/profil/spieler/900909,Paul,Wanner,#17,"Dec 23, 2005",Austria,Dornbirn  ,17,"1,85 m",Germany,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/900909-1667830236.jpg?lm=1,/sv-07-elversberg/startseite/verein/,Germany U20,left,3.00,m,paul-wanner
player,/serge-gnabry/profil/spieler/159471,Serge,Gnabry,#7,"Jul 14, 1995",Germany,Stuttgart  ,28,"1,76 m",Germany,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/159471-1664180592.jpg?lm=1,/bayern-munich/startseite/verein/,Germany,right,55.00,m,serge-gnabry
player,/leroy-sane/profil/spieler/192565,Leroy,Sané,#10,"Jan 11, 1996",Germany,Essen  ,27,"1,83 m",Germany,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/192565-1694587968.jpg?lm=1,/bayern-munich/startseite/verein/,Germany,left,75.00,m,leroy-sane
player,/arijon-ibrahimovic/profil/spieler/744728,Arijon,Ibrahimovic,#27,"Dec 11, 2005",Germany,Nürnberg  ,17,"1,76 m",Germany,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/744728-1662650250.jpg?lm=1,/frosinone-calcio/startseite/verein/,,right,1.00,m,arijon-ibrahimovic
player,/gabriel-vidovic/profil/spieler/604327,Gabriel,Vidovic,#72,"Dec 1, 2003",Germany,Augsburg  ,19,"1,80 m",Croatia,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/604327-1693303272.jpg?lm=1,/gnk-dinamo-zagreb/startseite/verein/,Croatia U21,right,2.50,m,gabriel-vidovic
player,/sadio-mane/profil/spieler/200512,Sadio,Mané,#10,"Apr 10, 1992",Senegal,Bambaly  ,31,"1,74 m",Senegal,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/200512-1667830279.jpg?lm=1,/al-nassr-fc/startseite/verein/,Senegal,right,25.00,m,sadio-mane
player,/kingsley-coman/profil/spieler/243714,Kingsley,Coman,#11,"Jun 13, 1996",France,Paris  ,27,"1,81 m",France,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/243714-1667830093.jpg?lm=1,/bayern-munich/startseite/verein/,France,right,65.00,m,kingsley-coman
player,/jamal-musiala/profil/spieler/580195,Jamal,Musiala,#42,"Feb 26, 2003",Germany,Stuttgart  ,20,"1,84 m",Germany,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/580195-1667830802.jpg?lm=1,/bayern-munich/startseite/verein/,,right,110.00,m,jamal-musiala
player,/marcel-sabitzer/profil/spieler/106987,Marcel,Sabitzer,#20,"Mar 17, 1994",Austria,Wels  ,29,"1,77 m",Austria,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/106987-1692013092.jpg?lm=1,/borussia-dortmund/startseite/verein/,Austria,right,20.00,m,marcel-sabitzer
player,/ryan-gravenberch/profil/spieler/478573,Ryan,Gravenberch,#38,"May 16, 2002",Netherlands,Amsterdam  ,21,"1,90 m",Netherlands,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/478573-1661804381.jpg?lm=1,/liverpool-fc/startseite/verein/,,right,35.00,m,ryan-gravenberch
player,/leon-goretzka/profil/spieler/153084,Leon,Goretzka,#8,"Feb 6, 1995",Germany,Bochum  ,28,"1,89 m",Germany,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/153084-1667830008.jpg?lm=1,/bayern-munich/startseite/verein/,Germany,right,45.00,m,leon-goretzka
player,/aleksandar-pavlovic/profil/spieler/792380,Aleksandar,Pavlovic,#45,"May 3, 2004",Germany,München   ,19,"1,88 m",Germany,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/792380-1692859264.png?lm=1,/bayern-munich/startseite/verein/,Germany U20,both,200,k,aleksandar-pavlovic
player,/joshua-kimmich/profil/spieler/161056,Joshua,Kimmich,#6,"Feb 8, 1995",Germany,Rottweil  ,28,"1,77 m",Germany,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/161056-1667829955.jpg?lm=1,/bayern-munich/startseite/verein/,Germany,right,75.00,m,joshua-kimmich
player,/bouna-sarr/profil/spieler/190685,Bouna,Sarr,#20,"Jan 31, 1992",France,Lyon  ,31,"1,77 m",Senegal,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/190685-1667830340.jpg?lm=1,/bayern-munich/startseite/verein/,,right,2.00,m,bouna-sarr
player,/josip-stanisic/profil/spieler/483046,Josip,Stanisic,#2,"Apr 2, 2000",Germany,München  ,23,"1,87 m",Croatia,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/483046-1667830853.jpg?lm=1,/bayer-04-leverkusen/startseite/verein/,Croatia,both,12.00,m,josip-stanisic
player,/noussair-mazraoui/profil/spieler/340456,Noussair,Mazraoui,#40,"Nov 14, 1997",Netherlands,Leiderdorp  ,25,"1,83 m",Morocco,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/340456-1667830761.jpg?lm=1,/bayern-munich/startseite/verein/,Morocco,right,28.00,m,noussair-mazraoui
player,/alphonso-davies/profil/spieler/424204,Alphonso,Davies,#19,"Nov 2, 2000",Ghana,Buduburam  ,23,"1,83 m",Canada,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/424204-1667830391.jpg?lm=1,/bayern-munich/startseite/verein/,Canada,left,70.00,m,alphonso-davies
player,/gabriel-marusic/profil/spieler/604322,Gabriel,Marusic,#5,"Mar 3, 2003",Germany,Nürnberg   ,20,"1,86 m",Croatia,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/604322-1692859208.png?lm=1,/fc-bayern-munich-ii/startseite/verein/,,left,150,k,gabriel-marusic
player,/liam-morrison/profil/spieler/567114,Liam,Morrison,#4,"Apr 7, 2003",Scotland,Saltcoats  ,20,"1,83 m",Scotland,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/567114-1662623026.jpg?lm=1,/wigan-athletic/startseite/verein/,Scotland U21,right,300,k,liam-morrison
player,/justin-janitzek/profil/spieler/639580,Justin,Janitzek,#5,"Feb 10, 2004",,,19,"1,92 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/639580-1662622440.jpg?lm=1,/fc-st-gallen-1879/startseite/verein/,,right,500,k,justin-janitzek
player,/daley-blind/profil/spieler/12282,Daley,Blind,#17,"Mar 9, 1990",Netherlands,Amsterdam  ,33,"1,80 m",Netherlands,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/12282-1660761781.jpg?lm=1,/girona-fc/startseite/verein/,Netherlands,left,3.00,m,daley-blind
player,/tanguy-nianzou/profil/spieler/538996,Tanguy,Nianzou,#14,"Jun 7, 2002",France,Paris  ,21,"1,91 m",France,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/538996-1681463642.jpg?lm=1,/sevilla-fc/startseite/verein/,,right,6.00,m,tanguy-nianzou
player,/benjamin-pavard/profil/spieler/353366,Benjamin,Pavard,#28,"Mar 28, 1996",France,Maubeuge  ,27,"1,86 m",France,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/353366-1695024783.jpg?lm=1,/inter-milan/startseite/verein/,,right,40.00,m,benjamin-pavard
